id,text,is_humor,votes_no,votes_1,votes_2,votes_3,votes_4,votes_5,humor_rating,humor_mechanism,humor_target
tweet7566,"Mi mamá dijo que saliera, entonces saqué mi computadora al jardín.",1,0,2,1,2,0,0,2.0,irony,
tweet7567,"🏴 Final del primer tiempo!
#Nacional 0-0 #Atl3Feb
🏆 #CopadePrimera 🇵🇾
📋 Fecha 3
#hoypy 🗞
#Futgol970AM 📻
Al 🌎 desde tu📱y tu 💻",0,3,0,0,0,0,0,NULL,,
tweet7568,"""Si Bod Dylan pudo, a huevo que también yo puedo""

–Ricardo Arjona. #ElViceReporta",1,1,2,0,0,2,0,2.5,absurd,professions
tweet7569,"Si no vas a querer algo serio conmigo, mejor ni me mandes changuitos en WhatsApp, nada más me hago ilusiones a lo pendejo.",0,3,0,0,0,0,0,NULL,,
tweet7570,A veces me pregunto si Macarena ya logró darle alegría a su cuerpo...,1,3,3,3,1,0,0,1.7143,,
tweet7571,Cada vez mas lindo esta mi hermanito ian 😍😍💖,0,3,0,0,0,0,0,NULL,,
tweet7572,Falta poco ♥,0,3,0,0,0,0,0,NULL,,
tweet7573,"Qué cáncer esos que tuitéan todo lo que les pasa. Ni que me vuelva a hablar Norma lo hago, aunque ayer me saludó. Creo que quiere hablarme.",0,3,1,1,0,0,0,NULL,,
tweet7574,Ya extrañaba los días con la gordilla del mal ❤️,0,3,0,0,0,0,0,NULL,,
tweet7575,Cuelga tú mi amor — Cuelga tú mi vida — ¡Dije que colgaras tú! — ¡Hazlo tú imbecil! — ¡No sé ni para que me llamaste! — PUDRETE.,1,0,4,1,0,0,0,1.2,,
tweet7576,@Tacobell_cl Por favor hagan reparto a domicilio dios mio ;_;,0,3,0,0,0,0,0,NULL,,
tweet7577,Riverdale ta acabando comigo,0,3,0,0,0,0,0,NULL,,
tweet7578,"Wow,defy q mi vecina se puso una faja""hidraulica""pq jamas en una noche pudo perder 50lbs!(Ella tiene q aceptar q le lleva 22 al noviecito!)",0,3,0,0,0,0,0,NULL,,
tweet7579,"Sonríe, eso confunde a las personas.",0,6,0,0,1,1,0,NULL,,
tweet7580,¿Cuántos cadaveres más tendremos que sacrificar para producir pan de muerto? CUÁNTOOOS MÁS???,0,3,0,0,0,0,0,NULL,,
tweet7581,"—Invito a mi novia al cine en 2x1
—En mi casa no hay papel
—Compro Pizza con 1 sólo ingrediente
—Uso Blackberry porque...
#AndoPobreComoAMLO",0,4,1,0,0,0,0,NULL,,
tweet7582,"“Nomamesnomamesnomamesnomames…”

-Tom Brady.",0,3,2,0,0,0,0,NULL,,
tweet7583,"-Amor...cuáles son los planes para Semana Santa?  

-Los mismos de Jesus; desparecer el viernes reaparecer el domingo..",1,0,1,1,2,1,0,2.6,analogy,religion
tweet7584,Admito que cuando el profesor dijo: 'Si no les interesa se pueden salir'... yo también me quise salir pero nunca lo hice.,0,3,1,0,1,0,0,NULL,,
tweet7585,Ya me tengo que ir a clases :(,0,4,0,0,0,0,0,NULL,,
tweet7586,Lo más importante para tu Mamá: —Tú: 10% —Familia: 5% —Amigas: 3% —Telenovelas: 2% —Que hayas comido : 80%,1,2,1,2,5,0,0,2.5,exaggeration,family/relationships
tweet7587,Entonces ya se les paso la moda de Stranger Things,0,3,0,0,0,0,0,NULL,,
tweet7588,El insocnio,0,3,0,0,0,0,0,NULL,,
tweet7589,"la nueva novia le estaba acariciando los testiculos al novio, al rato le dice: extraño tanto los mios..... #sorpresita #chistes",1,1,2,1,1,0,0,1.75,unmasking,lgbt
tweet7590,Y si tuviera que inventar una nueva revolución sería NO COMPRAR FRUTAS Y VERDURAS EN EL SUPER  porque que wea más mala,0,4,0,1,0,0,0,NULL,,
tweet7591,"si tenes cola de paja, armate un quincho en el orto! #chistes #humor",1,1,3,0,1,0,0,1.5,insults,
tweet7592,"No existo, todo el tiempo solo he sido parte de tu imaginación, si lees esto, es porque estas demente guau",0,3,0,0,0,0,0,NULL,,
tweet7593,No confirmes con tu boca lo que tus ojos no han visto.,0,4,0,0,0,0,0,NULL,,
tweet7594,Buenos días a todos espero tener un día lleno de bendiciones para mi y para todos 🤭👋🏻😇😗,0,3,0,0,0,0,0,NULL,,
tweet7595,Mira nomás que buen recibimiento 😍😍😍,0,3,0,0,0,0,0,NULL,,
tweet7596,"—Señor, lamento decirle que tiene cáncer.
—¡Nooooooooo!.  
—Jajaja feliz dia inocente
—Jajaja qué susto.
—Lo que usted tiene es SIDA.
—Ay :(",1,0,3,2,1,0,0,1.6667,,
tweet7597,"—Abuelo, ¿y que hacían antes cuando no había tele, internet ni celulares?

—Hijos.",1,0,0,2,2,0,1,3,,
tweet7598,"CHICA: Espejito espejito soy fea?
ESPEJO: Lo eres...
CHICA: Pero tengo un corazon grande...
ESPEJO: Ultimamente a nadie le importa #xD",1,0,3,1,1,0,0,1.6,embarrassment,body shaming
tweet7599,"""Tengo ciertas reglas por las cuales vivo, mi primera regla: No creo nada de lo que el gobierno me diga.""
George Carlin",0,3,0,0,0,0,0,NULL,,
tweet7600,Llourinho: Jordi Alba se va a lesionar de exceso de teatro en el biceps femoral.,0,3,2,0,0,0,0,NULL,,
tweet7601,"Los buenos amigos son los que aman las mismas cosas que tú, pero solo los mejores amigos odian las mismas cosas que tú, está comprobado.",0,4,0,0,0,0,0,NULL,,
tweet7602,Todavia existen los emos?,0,3,1,1,0,0,0,NULL,,
tweet7603,"Le escribí ""Hola"" y se puso en ""ocupado"", creo que está planeando la boda.",1,2,1,0,1,1,0,2.6667,misunderstanding,
tweet7604,"Como bien dijo @Wo_0 QEPD: «A la gente nunca la vas a tener contenta. Hagas lo que hagas te van a decir pendejadas.Ergo, que te valga verga»",0,3,0,0,0,0,0,NULL,,
tweet7605,Me llenan de ternura esas bellas mujeres que piensan que su «mejor amigo» no se las quiere coger.,0,3,0,0,0,0,0,NULL,,
tweet7606,"Me voy a dormir,estoy rendida!!!!!!!!!!los quieroooo!!!!!!",0,3,0,0,0,0,0,NULL,,
tweet7607,"Ley del Deporte: Gatorade tiene que saber a victoria después de  una chamusca, no a cruda!",0,3,0,0,0,0,0,NULL,,
tweet7608,"El granjero zoofílico contaba sus ovejas '... 23, 24, hola mi amor, 26, 27...'",1,0,2,1,2,0,0,2,parody,
tweet7609,#ATwitterNuncaLeFalta la pelea entre Army y Exol :v,0,3,0,0,0,0,0,NULL,,
tweet7610,Hola @MaximaPanama podrían complacerme con #MAMITA de @CNCOmusic saludos para @cncopanama @Apoyocncopa507,0,3,0,0,0,0,0,NULL,,
tweet7611,"Traigo un "" Vete a la mierda"" atorado... qué se hace en estos casos?",0,3,1,0,0,0,0,NULL,,
tweet7612,Mi papa tiene más emoción que nosotras de viajar jajajajajja❤❤❤❤❤,0,4,0,0,1,0,0,NULL,,
tweet7613,"Ay yo me cagué de la risa. 
Bravo bravo",0,3,0,0,0,0,0,NULL,,
tweet7614,"—¿Qué tengo, doctor?
—Me temo decirle que tiene una enfermedad venérea.
—¿Sífilis?
—Nófolos, ¡jajaja!
—¡JAJAJA!
—En fin... tiene SIDA.",1,0,2,3,1,0,0,1.8333,,
tweet7615,"Van 6 elefantes en un carro, ¿cual de ellos va manejando? El que tiene licencia de conducir",1,2,1,2,4,1,0,2.625,absurd,
tweet7616,"T cambie por el alcohol y no hay mucha diferencia, no llama, no escribe, y tambien me da dolor de cabeza. #XD",1,0,0,3,2,0,0,2.4,analogy,
tweet7617,"Pedí un deseo, pero si te digo cuál es no me vas a dar unos besotes.",0,3,1,1,0,0,0,NULL,,
tweet7618,Quiero que haga mucho frío para abrazarte y darte mi suéter.,0,3,0,0,0,0,0,NULL,,
tweet7619,"-Te quiero -Yo también - ¿Enserio? -Si, yo también me quiero.",1,0,4,4,0,2,0,2.0,embarrassment,
tweet7620,"3 amigos van a jugar golf, y el 1º dice: yo pongo el palo |, el 2º dice yo pongo las bolas B-)•Y el 3º dijo: Yo mejor no juego #Chistes RT",1,1,2,1,0,1,0,2.0,embarrassment,
tweet7621,"manito de paragu interesados comunicarse via md, desde ya muchas gracias",0,3,0,0,0,0,0,NULL,,
tweet7622,"-Doctor, cómo está mi esposo? 
-Mire, lo que le voy a decir es algo muy duro 
-Adelante, estoy preparada 
-Piedra",1,0,0,4,1,1,0,2.5,,
tweet7623,Malhumormatutino.,0,3,0,0,0,0,0,NULL,,
tweet7624,"Uy, pues perdón por ver en ti algo que nunca había visto en nadie más",0,3,0,0,0,0,0,NULL,,
tweet7625,"Les manda a decir el Pato Donald que ya dejen de fastidiarlo con tantas llamadas de felicitaciónes, que el no era el candidato que era otro.",1,2,2,1,1,0,0,1.75,absurd,
tweet7626,"#FrasesDeProfesores ¿usted viene al colegio a estudiar o a platicar? — ""De hecho a dormir pero no me dejan con tanto ruido"".",1,0,2,3,0,0,0,1.6,,
tweet7627,—¿Nivel de inglés? —Alto. —Traduzca deporte. —Sport. —Úselo en una frase. —Y sport ti que late mi corazón. —Contratado señor Juanes.,1,0,4,0,1,0,0,1.4,,
tweet7628,"Si vas a desayunar frutita con su yogursito en lugar de barbacoa porque estás bien crudo, por qué mejor no vas y te besas con otro hombre.",1,2,3,0,0,0,0,1.0,exaggeration,
tweet7629,// Vuelvo que creo que voy a tomar camión,0,3,0,0,0,0,0,NULL,,
tweet7630,Me acaban d inundar el frente d casa vaciando la puta piscina esa...pero en Boston lloran a sus muertos asi q lo q pase aqui no es nada.,0,3,0,0,0,0,0,NULL,,
tweet7631,"—¿A qué te dedicas?
—Soy deportista de alto rendimiento.
—No mames, pero si estás bien gordis.
—Sí, lo que pasa es que me rindo muy rápido.",1,0,0,1,3,1,0,3.0,wordplay,professions
tweet7632,"Me estoy muriendo... 
como me duele 
no tenerte entre mis brazos..",0,3,0,0,0,0,0,NULL,,
tweet7633,"Loco, puta, a la graaande.",0,4,1,0,0,0,0,NULL,,
tweet7634,Maldito Internet,0,4,0,0,0,0,0,NULL,,
tweet7635,"Para dar el servicio a todas las cuentas free agradecemos regule a 3 publicaciones diarias, se agradece no superar el limite o se bloqueara",0,3,0,0,0,0,0,NULL,,
tweet7636,Vagina llena... con razón contenta. #FrasesLocas,1,0,4,0,1,0,0,1.4,,
tweet7637,"Niñas de 8 años diciendo:

- ""¿Por qué mi gordo no se conecta?""

¿Acaso Winnie Pooh, tiene Facebook?",1,0,1,1,2,1,0,2.6,,
tweet7638,"-Una mesa, por favor - ¿Para dos? -Parados no, pendejo. También queremos sillas.",1,0,1,1,1,2,0,2.8,,
tweet7639,#NuncaFalta esa persona que dice: ¿Y ustedes son novios ? Y crea un momento super incómodo.,0,4,0,0,0,0,0,NULL,,
tweet7640,quiero dormir déjenme ya,0,3,0,0,0,0,0,NULL,,
tweet7641,JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA,0,4,0,0,0,0,0,NULL,,
tweet7642,"Empiezo el día con el pie izquierdo, pero hasta el fondo",0,3,0,0,0,0,0,NULL,,
tweet7643,8 días pasan volando?,0,3,0,0,0,0,0,NULL,,
tweet7644,El Karma es una cosa seria...wow d lo q me acabo d enterar...y me da pesar pq azoto a los mas debiles d ellos.(Misericordia Dios!!),0,4,0,0,0,0,0,NULL,,
tweet7645,Alquilo compañía para salir a andar en bici a esta hora,0,3,0,0,0,0,0,NULL,,
tweet7646,Qué desagradable caerle bien a alguien que te cae mal. #Willywo_0sazo,0,3,0,0,0,0,0,NULL,,
tweet7647,"ORTOGRAFÍA  #IngresoGC   

Señale la correctamente escrita ✍️",0,3,0,0,0,0,0,NULL,,
tweet7648,de nuevo yo! ajajja🤣😇,0,3,0,0,0,0,0,NULL,,
tweet7649,Estoy enamorada de las fundas que le compre a mi celu 😍,0,5,0,0,0,0,0,NULL,,
tweet7650,El deseo es un testigo de lo que nos falta; de lo que no somos y deseamos ser.,0,3,0,0,0,0,0,NULL,,
tweet7651,"Nunca es tarde para reconocer un error, cerrar un capítulo y dar comienzo a una nueva historia.",0,3,0,0,0,0,0,NULL,,
tweet7652,MAMAAAAAAAAAAAAAAAAA! - QUE! - VEEEEEEEEEN RAPIDO! - PERO QUE PASA! - VEN!! - UY QUE PASA?! - APAGAME LA LUZ Y CIERRAME LA PUERTA PORFA♥ #xD,1,2,3,0,0,0,0,1.0,reference,
tweet7653,#cmlinkeados  Son los mejores gracias por pasar BTS y EXO,0,3,0,0,0,0,0,NULL,,
tweet7654,"Papi, ¿qué es un trio?
Es cuando un hombre se acuesta con dos mujeres al mismo tiempo.
¿Y para que llevan una guitarra?",1,1,0,0,4,0,0,3.0,,
tweet7655,"En un jardín, 2 rosas se cortejan. -Te amo -Yo también -Te deseo -Yo también -¡Entonces ahora mismo llamo a una abeja! #fb",1,0,2,2,0,1,0,2.0,absurd,
tweet7656,"Un puerco espin ciego estaba caminando por el desierto y derrepente choca con un cactus. y grita ""mama!!!!!!  #chistes #humor",1,0,4,1,0,0,0,1.2,absurd,
tweet7657,Los anuncios como no... Tiraria la tele por la ventana pero creo que es demasiado agresivo... Jajjja asi que mejor twiteo!#LaVozKids1,0,3,0,0,0,0,0,NULL,,
tweet7658,COMO SER JOVEN PARA SIEMPRE GOGLE,0,3,0,0,0,0,0,NULL,,
tweet7659,"A veces me siento solo, otras veces me ayudan a sentarme #xD",1,1,1,1,2,0,0,2.25,,
tweet7660,"—¡Te quedó muy bien tu disfraz de Puta!
—¡Pero si así me visto siempre!
—Ah ok.",1,1,2,1,1,0,0,1.75,,
tweet7661,"Se supone que esto ha cambiado, pero dime, ¿qué coño ha pasado?
Yo me dejo el alma y tú ni siquiera piensas en mí.
-M",0,3,0,0,0,0,0,NULL,,
tweet7662,Quisiera poder olvidar personas tan rápido como las respuestas de mis examenes :(,0,4,0,1,0,0,0,NULL,,
tweet7663,"No quiero decir que extraño hablar con vos, pero extraño hablar con vos...",0,3,0,0,0,0,0,NULL,,
tweet7664,"Cómo hace la gente que usa Facebook en el celular, todo ahí chiquito, vas a poner un me gusta y terminas comprando un panda en Australia.",1,2,0,2,2,0,0,2.5,,
tweet7665,ESTA TEMBLANDOOOOO,0,3,0,0,0,0,0,NULL,,
tweet7666,"*playing Batchata*
Mom: ""Puchica ya pareces como estas enculada""
Me: ""I wish""",0,3,0,0,0,0,0,NULL,,
tweet7667,"#Tipico —Mi amor ¿estas enojada? 
—No 
— ¿me das un beso? 
— ve y daselo a tú amiguita #xD",1,1,3,1,0,0,0,1.25,reference,
tweet7668,Te extrañe.,0,4,0,0,0,0,0,NULL,,
tweet7669,Ya me revolví 🤦🏻‍♀️,0,3,0,0,0,0,0,NULL,,
tweet7670,¿Qué le dijo un cienpiés a su esposa? ¡Ponte en cuatrocientos!,1,0,5,2,1,1,1,2.1,,
tweet7671,Maestros de la Tortura. #maestrosdelacostura,0,3,0,0,0,0,0,NULL,,
tweet7672,Desayunar mirando la caja del cereal,0,3,0,0,0,0,0,NULL,,
tweet7673,"Se fue Enrique el brujo, todos levanten sus baritas, Lumos máxima. #MasterChefMx",0,5,1,0,0,0,0,NULL,,
tweet7674,Todas con el ABORTO LEGAL y bla bla #tendencia,0,3,0,0,0,0,0,NULL,,
tweet7675,nos llenaron de locura la cabezaa,0,3,0,0,0,0,0,NULL,,
tweet7676,Hola amigos de @FMLACUERDA! Voto por #RemiendoAlCorazon  @Ricardo_Arjona somos @JocotecoFanClub 💚💚💚,0,3,0,0,0,0,0,NULL,,
tweet7677,Odio a la gente ridícula,0,3,0,0,0,0,0,NULL,,
tweet7678,LISTO PAPA 40 EUROS SALIENDO A TODOS LADOS PREGUNTALE A LA LUNA,0,3,0,0,0,0,0,NULL,,
tweet7679,"Mi Amor, te invito un trago de vino. - No puedo, me cae mal para las piernas - Se te hinchan?.. - No, se me abren #xD #RT",1,1,2,1,2,0,0,2.0,reference,
tweet7680,via @cwilmer2011: Cerrado acceso a paseo Colón sentido BNA -pto congestión total en los Ceresos,0,3,0,0,0,0,0,NULL,,
tweet7681,"“Ya wey, ponte unas rolas mías.”

—Luis Miguel, en las pedas.",0,3,0,0,0,0,0,NULL,,
tweet7682,"Cuando digo ""no voy a decirle a nadie"" mi mejor amigo no cuenta.",0,3,0,0,0,0,0,NULL,,
tweet7683,¿Qué te paso Navidad? Antes eras chevere.,0,3,0,0,0,0,0,NULL,,
tweet7684,"Siempre trata de llevarte bien con la mejor amiga de tu novia, porque luego ella es la hija de su puta madre que la mal aconseja.",0,3,0,0,0,0,0,NULL,,
tweet7685,"""Yo ni sé bailar"".

-Todos los sapitos del mundo. #ExigimosCárcelParaBelinda",0,3,0,0,0,0,0,NULL,,
tweet7686,"No importa cuántas veces lo haya visto, no puedo no llorar con el capítulo final de Friends.",0,4,0,0,0,0,0,NULL,,
tweet7687,#Chiste Dos novios se están bañando juntos y la mujer dice: mi amor hazme cositas malas y el novio le echo shampoo en el ojo #chistes RT,1,0,6,2,1,1,0,1.7,,
tweet7688,#Tipico ves la Rosa de Guadalupe en 3D y en Blueray y sientes el airecito #RT,0,3,0,0,0,0,0,NULL,,
tweet7689,Friendzone nivel: Te invita a ver película y terminan viendo la película.,1,1,0,0,3,1,0,3.25,reference,
tweet7690,¿Qué es una hipoteca? Donde van a bailar los hipopótamos en la noche.,1,1,2,2,0,0,0,1.5,,
tweet7691,Mucho amor por acá.,0,3,0,0,0,0,0,NULL,,
tweet7692,"si tu novia ya ha cagado en tu casa, es la indicada guau",0,3,0,1,1,0,0,NULL,,
tweet7693,"Hablemos de la importancia de comer milanesas y pizza por lo menos una vez a la semana, nunca comida saludable, vistes?",0,4,0,1,0,0,0,NULL,,
tweet7694,"Pasé de no tomar alcohol durante un montón de meses, a bajarme todo el alcohol posible cada viernes que puedo. No conozco punto medio ?",0,4,0,1,0,0,0,NULL,,
tweet7695,hola 💦🙋🏻‍♀ soy 😍 una criaturita 😎 del 😊 señor 😃 y 💗 soy 😜 fan del rubiosOMG 😍 pasa ❣ esta 😨 cadena 🦄 a las criaturitas😘👌,0,3,0,0,0,0,0,NULL,,
tweet7696,No les pasa que en el espejo se ven hermosos pero pues no?,0,3,0,0,0,0,0,NULL,,
tweet7697,"Tira más chingazos mi mamá con una chancla en la mano, que Julio César Chávez jr.",0,3,0,1,1,0,0,NULL,,
tweet7698,"Había una ves una mariposa tan enamorada que sentía personas en el estómago.
#frases",1,1,1,2,0,0,1,2.5,,
tweet7699,"Desayunar fruta con granola

ES DE NACOS",0,3,0,0,0,0,0,NULL,,
tweet7700,Ojalá mi mamá me hiciera otro baby shower porque necesito ropa.,1,2,2,1,0,0,0,1.3333,exaggeration,
tweet7701,Yo no soy supersticioso. Trae mala suerte...,1,2,1,1,1,0,0,2.0,,
tweet7702,ES DE NACOS tener iPhone y no un plan de no menos de $700,0,3,0,0,0,0,0,NULL,,
tweet7703,SIGUEME EN MI CUENTA PERSONAL @joselitoos  &lt;---- DOY #FOLLOWBACK,0,3,0,0,0,0,0,NULL,,
tweet7704,"— ¿Qué hace una vaca pensando?

— Leche concentrada.",1,0,0,3,2,0,0,2.4,,
tweet7705,Que sorete de vida llevo,0,3,0,0,0,0,0,NULL,,
tweet7706,la verdad es que me quiero matar pero está todo bien,0,3,0,0,0,0,0,NULL,,
tweet7707,"Para el mundo son 7 maravillas, para mi son 8, contando DORMIR.",0,3,1,0,0,0,0,NULL,,
tweet7708,—Volvió a salirse con la suya. Le saca la lengua a Hijikata aún con Keith—.,0,3,0,0,0,0,0,NULL,,
tweet7709,Que gonorrea no tener ni pa un chicle,0,3,0,0,0,0,0,NULL,,
tweet7710,"Anoche llegue a un bar y el tipo me preguntó qué quería tomar, le dije que tu mano. Y me puse a hablar de ti. Como siempre. Como a todos.",1,2,1,1,1,0,0,2.0,exaggeration,family/relationships
tweet7711,"¿Cómo saber si eres flojo o no? - En el mundo hay 4.213.142.358.987.378 de... ¿Viste? eres un flojo, no leíste los números.",1,0,0,3,2,0,0,2.4,,
tweet7712,@HayesGrier TE AMOOO !❤❤,0,3,0,0,0,0,0,NULL,,
tweet7713,"Para mi mamá el mañana no existe, las cosas se hacen en el momento.",0,3,1,1,0,0,0,NULL,,
tweet7714,"#Grupo4IOT Una ""apisonadora jurídica"" fiel a su moral",0,3,0,0,0,0,0,NULL,,
tweet7715,"Cuando me gusta alguien siempre le hablo de mis tristezas, miedos y frustraciones, es mi forma de decir: «doy asco, pero quiéreme».",0,3,0,0,1,0,0,NULL,,
tweet7716,Domir 5 minutos más y despertar 1 hora después…,1,3,8,2,0,0,0,1.2,,
tweet7717,Consejo del día: No juegues con alguien que lo da todo por ti porque terminarás teniendo nada.,0,3,0,0,0,0,0,NULL,,
tweet7718,@soy exatlon vamos contodientes ustedes puedes 😍,0,3,0,0,0,0,0,NULL,,
tweet7719,¿Me van a echar el día del cumpleaños de Casillas? FILHO DA PUTA.,0,4,1,0,0,0,0,NULL,,
tweet7720,"Tu opinión es igual a los anuncios de Youtube, los ignoro en 5 segundos",1,5,3,2,3,0,0,2.0,analogy,technology
tweet7721,"Dos amigos: 
-Oye ¿cuántos años tiene tu nueva novia? 
-Pues tiene cincuenta
-Jajaja podría ser tu madre! 
-Si, pero es la tuya
#chiste",1,0,3,1,1,0,0,1.6,,
tweet7722,#FrasesDePeliculasQueNuncaVoyAOlvidar AL INFINITO Y MAS ALLA #ToyStory,0,3,0,0,0,0,0,NULL,,
tweet7723,"Y hoy, ¿ya has tenido un pensamiento positivo?

#FelizMartes #Optimismo",0,3,0,0,0,0,0,NULL,,
tweet7724,"Odio el autocorrector de mi celular, siempre pone una palabra que no tiene nada que ver con lo que estoy diciembre.",1,1,0,1,2,1,0,3.0,wordplay,
tweet7725,"Perdón por aprender a quererte en tan poco tiempo, pero es que encajaste perfectamente con lo que siempre necesité, pero nunca busqué.",0,3,0,0,0,0,0,NULL,,
tweet7726,"Las leyes son como salchichas, mejor ni enterarse como fueron hechas...",1,1,1,0,1,2,0,3.0,,
tweet7727,"“Chile quedó fuera del mundial y voh te ponis hablar de politica, feo culiao”",0,3,0,0,0,0,0,NULL,,
tweet7728,Y si te quedas esta noche.. 😍🤤,0,3,0,0,0,0,0,NULL,,
tweet7729,"Un borracho le envia un mensaje a su esposa: -Amor llego en 30 minutos, si no he llegado vuelve a leer el mensaje! #XD",1,1,6,4,3,1,0,1.9285714285714286,,
tweet7730,Hoy le tocó a nsync estar al mando de mi cerebro,1,2,2,0,0,1,0,2.0,reference,
tweet7731,"Amistad entre mujeres:

—Estoy gorda.
—Para nada amiga, te ves muy bien.

Amistad entre hombres:

—Estoy feo.
—¿Feo? NO MAMES ESTAS CULERO.",1,1,3,0,0,1,0,1.75,stereotype,
tweet7732,"Tengo un complejo de inferioridad tan grande ,que uso los síntomas de otro
#LCV #frases #chistes",1,1,2,2,0,0,0,1.5,analogy,self-deprecating
tweet7733,Ese momento en el que tu domingo deja de ser un hermoso post-sábado y se convierte en un triste lunes.,1,1,3,1,0,0,0,1.25,,
tweet7734,Hice un descubrimiento muy anoréxico: Las manzanes Envy,0,3,0,0,0,0,0,NULL,,
tweet7735,"Buenas Noches !!!
Buenos Aires !!!",0,4,0,0,0,0,0,NULL,,
tweet7736,"¿Cómo se llama el primo vegetariano de Bruce Lee?
Pues Broco Lee...",1,0,2,5,2,0,1,2.3,,
tweet7737,ee pa rica,0,3,0,0,0,0,0,NULL,,
tweet7738,"-Oye me molesta que seas tan positivo.
-Excelente!!!!!",1,0,1,1,2,0,1,2.8,irony,
tweet7739,Tomar decisiones importantes sobre tu vida en la ducha :),0,7,0,0,0,0,0,NULL,,
tweet7740,tan mal les va a ir a las personas que no se hacen cargo de sus errores.,0,3,0,0,0,0,0,NULL,,
tweet7741,Y deja de engañarla??,0,3,0,0,0,0,0,NULL,,
tweet7742,"Gente que llega a tu casa y te pregunta: ""¿Tienes baño?""... Nooooo... me gusta ir a cagar al bosque.",1,1,6,2,0,0,0,1.25,irony,
tweet7743,"No es puta, es que tiene abre fácil.",0,3,1,0,0,1,0,NULL,,
tweet7744,"via @alfortiz66: @luorba  7:00 a.m. sobre trabajadores, como la de hace 15 días. #Valencia",0,3,0,0,0,0,0,NULL,,
tweet7745,Qué hermosos ojos tenés como para romperte el culo.,1,1,0,1,1,1,1,3.5,,
tweet7746,Despues de la tormenta viene la calma 🍃,0,3,0,0,0,0,0,NULL,,
tweet7747,@ahoramasoficial que pasó con @JoaquinSamayoa,0,3,0,0,0,0,0,NULL,,
tweet7748,Igual esperaba escuchar a Mangel en el video :c,0,3,0,0,0,0,0,NULL,,
tweet7749,"Te entregaré vida eterna, pero tienes que firmar ?",0,3,0,0,0,0,0,NULL,,
tweet7750,?.-•~*(?EL Divo00 d3 Tw1tTeR!!! ?vETe s|nO siEnTEz-kE Mi bOkA?tE pRoVokA s3nSAc|OnEs cUaNdO rOSa x TUs LaBiOs? )-•~.? Ha iniciado sesión.,0,3,0,0,0,0,0,NULL,,
tweet7751,Haría lo que fuera por tener un cuerpo delgado y marcado. Excepto dejar de comer y hacer ejercicio.,1,1,1,0,1,2,0,3.0,irony,
tweet7752,Wisin Ft. Ozuna - Escapate Conmigo,0,4,0,0,0,0,0,NULL,,
tweet7753,Necesito a alguien con quién hacer ejercicio por las tardes o ir al gym!,0,3,0,0,0,0,0,NULL,,
tweet7754,Amo que me cuelgues una hora eh 😡,0,3,0,0,0,0,0,NULL,,
tweet7755,"Siendo 2017 una cuenta que me sigue en el Instagram de la empresa subió una foto de Hitler con corazones. ""Hola, esta empresa es de judíos""",0,4,2,0,0,0,0,NULL,,
tweet7756,"Che ,algo anda mal : tomé viagra y se me paró el culo …
#chistes",1,1,4,0,0,0,0,1,absurd,
tweet7757,"""Buenas, me da un iPhone 7"". 

—Yo, en el 2025.😔",1,0,3,1,0,1,0,1.8,reference,self-deprecating
tweet7758,tu vida es mas enredad que las luces del arbolito de navidad del año pasado guau,0,4,1,0,0,0,0,NULL,,
tweet7759,"Encontrar a alguien con el mismo tipo de desorden mental que tú, no tiene precio.",0,3,0,0,0,0,0,NULL,,
tweet7760,Quiero llegar a los 100 seguidores pero si siguen dándome unfollow no podré ☹,0,3,0,0,0,0,0,NULL,,
tweet7761,"Mi paciencia: ?
Todo el mundo: ?",0,4,1,0,0,0,0,NULL,,
tweet7762,Hasta la mujer más enamorada de todas se cansa de mover montañas por un hombre que no mueve ni una piedra por ella.,0,3,0,0,0,0,0,NULL,,
tweet7763,"OLA KE ASE, FESTEJANDO EL AÑO NUEVO O KE ASE.",0,3,0,0,0,0,0,NULL,,
tweet7764,"Mis padres deberían estar orgullosos de que soy adicto a Twitter, y no a las drogas.",1,0,1,4,0,0,0,1.8,exaggeration,
tweet7765,Estás si son peleas y no mamadas.,0,3,0,0,0,0,0,NULL,,
tweet7766,Yo no creo en la pena d muerte...creo en castigo corporal segun el nivel d crimen q se halla cometido.Punto.,0,3,0,0,0,0,0,NULL,,
tweet7767,"Soy de las personas que cuando voy rápido, digo “Muévanse, pinche gente lenta” y cuando me rebasan, grito “Han de tener mucha pinche prisa”.",0,3,0,0,0,0,0,NULL,,
tweet7768,"Pinche clima loco, me confunde y no sé qué carro sacar, si el de tamales o el de nieve.",1,0,2,2,1,0,0,1.8,,
tweet7769,"-Hijo por que llegaste borracho?
-mamá tu dijiste embriagate!
-Embriagate no ABRÍGATE!",1,0,3,1,1,0,0,1.6,misunderstanding,
tweet7770,"Mi amor que tienes? estas celosa? No para nada, bueno entonces dame un besito si? Pediselo a la rubiecita esa! ¬¬",1,2,1,1,0,1,0,2.3333,irony,family/relationships
tweet7771,Como para que no festeje Leo Ramos si a un colega y máximo ídolo lo echaron por un clásico de verano. Es lógico.,0,3,0,0,0,0,0,NULL,,
tweet7772,Feo + Guapa = Seguro tiene dinero. Guapo + Fea = La embarazó sin querer. Guapo + Guapa = Son infieles. Feo + Fea = AMOR.,1,1,3,1,0,0,0,1.25,stereotype,body shaming
